Models of pre main sequence, Bernasconi 1996 (0.001)

  12  51
 
    7.40

 1 0.7004000E+05   0.7004 0.860 3.679 0.756000 0.243000 0.000083 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 2 0.8406673E+05   0.8649 0.924 3.691 0.756000 0.243000 0.000068 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 3 0.9822814E+05   1.0329 0.956 3.699 0.756000 0.243000 0.000066 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 4 0.1124561E+06   1.2046 0.977 3.708 0.756000 0.243000 0.000068 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 5 0.1266936E+06   1.3798 0.988 3.715 0.756000 0.243000 0.000069 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 6 0.1409215E+06   1.5577 0.997 3.722 0.756000 0.243000 0.000070 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 7 0.1558276E+06   1.7481 0.998 3.727 0.756000 0.243000 0.000071 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 8 0.1710379E+06   1.9466 1.003 3.734 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 9 0.1860422E+06   2.1465 1.020 3.739 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
10 0.2012525E+06   2.3533 1.046 3.745 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
11 0.2160831E+06   2.5595 1.096 3.753 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
12 0.2293921E+06   2.7483 1.161 3.760 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
13 0.2404829E+06   2.9081 1.224 3.765 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
14 0.2468206E+06   3.0005 1.287 3.770 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
15 0.2503063E+06   3.0517 1.366 3.776 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
16 0.2512569E+06   3.0657 1.452 3.783 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
17 0.2522075E+06   3.0797 1.561 3.791 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
18 0.2531582E+06   3.0938 1.631 3.798 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
19 0.2550595E+06   3.1219 1.721 3.810 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
20 0.2569607E+06   3.1502 1.791 3.822 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
21 0.2598127E+06   3.1926 1.868 3.838 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
22 0.2626646E+06   3.2353 1.931 3.853 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
23 0.2655165E+06   3.2781 1.991 3.867 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
24 0.2693191E+06   3.3355 2.059 3.883 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
25 0.2737554E+06   3.4028 2.129 3.902 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
26 0.2788255E+06   3.4803 2.205 3.923 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
27 0.2838956E+06   3.5581 2.277 3.944 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
28 0.2889657E+06   3.6364 2.341 3.963 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
29 0.2940358E+06   3.7153 2.402 3.983 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
30 0.3003734E+06   3.8147 2.472 4.008 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
31 0.3067110E+06   3.9150 2.537 4.031 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
32 0.3134289E+06   4.0223 2.601 4.056 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
33 0.3204003E+06   4.1347 2.662 4.081 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
34 0.3273717E+06   4.2481 2.720 4.107 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
35 0.3343431E+06   4.3625 2.773 4.131 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
36 0.3413144E+06   4.4778 2.823 4.155 0.756000 0.243000 0.000071 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
37 0.3482858E+06   4.5943 2.870 4.179 0.756000 0.243000 0.000070 0.000173 0.000003 0.000052 0.000501 0.000000 0.000001 0.000085
38 0.3552572E+06   4.7118 2.915 4.202 0.756000 0.243000 0.000067 0.000173 0.000003 0.000052 0.000501 0.000000 0.000001 0.000085
39 0.3622286E+06   4.8305 2.958 4.225 0.756000 0.243000 0.000057 0.000171 0.000005 0.000052 0.000501 0.000000 0.000001 0.000085
40 0.3698337E+06   4.9612 3.002 4.248 0.756000 0.243000 0.000037 0.000164 0.000012 0.000053 0.000501 0.000000 0.000001 0.000085
41 0.3781994E+06   5.1064 3.048 4.274 0.756000 0.243000 0.000016 0.000133 0.000028 0.000072 0.000501 0.000000 0.000001 0.000085
42 0.3864383E+06   5.2508 3.088 4.297 0.756000 0.243100 0.000005 0.000059 0.000023 0.000163 0.000501 0.000000 0.000001 0.000085
43 0.3946772E+06   5.3968 3.124 4.320 0.756000 0.243100 0.000002 0.000006 0.000002 0.000248 0.000501 0.000001 0.000000 0.000085
44 0.4038667E+06   5.5615 3.160 4.343 0.756000 0.243100 0.000001 0.000003 0.000001 0.000255 0.000499 0.000002 0.000000 0.000085
45 0.4138485E+06   5.7426 3.195 4.366 0.755900 0.243100 0.000000 0.000003 0.000001 0.000260 0.000492 0.000002 0.000000 0.000085
46 0.4252562E+06   5.9524 3.229 4.389 0.755900 0.243200 0.000000 0.000003 0.000001 0.000266 0.000486 0.000001 0.000000 0.000085
47 0.4398327E+06   6.2245 3.242 4.404 0.755800 0.243300 0.000000 0.000004 0.000001 0.000278 0.000471 0.000001 0.000000 0.000085
48 0.4544092E+06   6.5017 3.217 4.404 0.755700 0.243400 0.000000 0.000004 0.000001 0.000293 0.000454 0.000001 0.000000 0.000085
49 0.4689857E+06   6.7840 3.196 4.400 0.755500 0.243500 0.000000 0.000004 0.000001 0.000310 0.000434 0.000001 0.000000 0.000085
50 0.4832454E+06   7.0648 3.222 4.401 0.755400 0.243700 0.000000 0.000004 0.000001 0.000327 0.000414 0.000001 0.000000 0.000085
51 0.4856220E+06   7.1120 3.230 4.402 0.755300 0.243700 0.000000 0.000004 0.000001 0.000330 0.000411 0.000001 0.000000 0.000085

    5.00

 1 0.7004000E+05   0.7004 0.860 3.679 0.756000 0.243000 0.000083 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 2 0.8406673E+05   0.8649 0.924 3.691 0.756000 0.243000 0.000068 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 3 0.1095408E+06   1.1692 0.972 3.706 0.756000 0.243000 0.000068 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 4 0.1352493E+06   1.4864 0.996 3.720 0.756000 0.243000 0.000070 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 5 0.1608977E+06   1.8137 1.003 3.730 0.756000 0.243000 0.000071 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 6 0.1860422E+06   2.1465 1.020 3.739 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 7 0.2113926E+06   2.4938 1.077 3.750 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 8 0.2262233E+06   2.7030 1.144 3.758 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 9 0.2376310E+06   2.8668 1.204 3.763 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
10 0.2452361E+06   2.9773 1.267 3.768 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
11 0.2493556E+06   3.0377 1.336 3.773 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
12 0.2512569E+06   3.0657 1.452 3.783 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
13 0.2522075E+06   3.0797 1.561 3.791 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
14 0.2531582E+06   3.0938 1.631 3.798 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
15 0.2550595E+06   3.1219 1.721 3.810 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
16 0.2569607E+06   3.1502 1.791 3.822 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
17 0.2598127E+06   3.1926 1.868 3.838 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
18 0.2626646E+06   3.2353 1.931 3.853 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
19 0.2655165E+06   3.2781 1.991 3.867 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
20 0.2693191E+06   3.3355 2.059 3.883 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
21 0.2737554E+06   3.4028 2.129 3.902 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
22 0.2788255E+06   3.4803 2.205 3.923 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
23 0.2838956E+06   3.5581 2.277 3.944 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
24 0.2889657E+06   3.6364 2.341 3.963 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
25 0.2940358E+06   3.7153 2.402 3.983 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
26 0.3003734E+06   3.8147 2.472 4.008 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
27 0.3067110E+06   3.9150 2.537 4.031 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
28 0.3134289E+06   4.0223 2.601 4.056 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
29 0.3204003E+06   4.1347 2.662 4.081 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
30 0.3273717E+06   4.2481 2.720 4.107 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
31 0.3343431E+06   4.3625 2.773 4.131 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
32 0.3413144E+06   4.4778 2.823 4.155 0.756000 0.243000 0.000071 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
33 0.3482858E+06   4.5943 2.870 4.179 0.756000 0.243000 0.000070 0.000173 0.000003 0.000052 0.000501 0.000000 0.000001 0.000085
34 0.3552572E+06   4.7118 2.915 4.202 0.756000 0.243000 0.000067 0.000173 0.000003 0.000052 0.000501 0.000000 0.000001 0.000085
35 0.3622286E+06   4.8305 2.958 4.225 0.756000 0.243000 0.000057 0.000171 0.000005 0.000052 0.000501 0.000000 0.000001 0.000085
36 0.3698337E+06   4.9612 3.002 4.248 0.756000 0.243000 0.000037 0.000164 0.000012 0.000053 0.000501 0.000000 0.000001 0.000085
37 0.3858045E+06   5.0006 3.009 4.271 0.756000 0.243000 0.000009 0.000103 0.000032 0.000102 0.000501 0.000000 0.000001 0.000085
38 0.4086199E+06   5.0006 3.002 4.294 0.756000 0.243100 0.000002 0.000006 0.000003 0.000248 0.000501 0.000001 0.000000 0.000085
39 0.4352379E+06   5.0006 2.996 4.317 0.755900 0.243100 0.000001 0.000002 0.000001 0.000255 0.000498 0.000002 0.000000 0.000085
40 0.4624897E+06   5.0006 2.992 4.337 0.755900 0.243200 0.000000 0.000003 0.000001 0.000264 0.000488 0.000003 0.000000 0.000085
41 0.4878402E+06   5.0006 2.979 4.350 0.755800 0.243200 0.000000 0.000003 0.000001 0.000270 0.000481 0.000002 0.000000 0.000085
42 0.5131906E+06   5.0006 2.938 4.351 0.755700 0.243300 0.000000 0.000003 0.000001 0.000280 0.000470 0.000001 0.000000 0.000085
43 0.5385411E+06   5.0006 2.882 4.345 0.755600 0.243400 0.000000 0.000003 0.000001 0.000291 0.000457 0.000001 0.000000 0.000085
44 0.5638916E+06   5.0006 2.839 4.338 0.755500 0.243600 0.000000 0.000004 0.000001 0.000304 0.000442 0.000001 0.000000 0.000085
45 0.5924108E+06   5.0006 2.819 4.333 0.755300 0.243700 0.000000 0.000004 0.000001 0.000318 0.000426 0.000001 0.000000 0.000085
46 0.5987485E+06   5.0006 2.818 4.333 0.755300 0.243700 0.000000 0.000004 0.000001 0.000320 0.000423 0.000001 0.000000 0.000085
47 0.6050861E+06   5.0006 2.817 4.333 0.755300 0.243800 0.000000 0.000004 0.000001 0.000323 0.000419 0.000001 0.000000 0.000085
48 0.6114237E+06   5.0006 2.816 4.332 0.755200 0.243800 0.000000 0.000004 0.000001 0.000326 0.000416 0.000001 0.000000 0.000085
49 0.6177613E+06   5.0006 2.816 4.332 0.755200 0.243800 0.000000 0.000004 0.000001 0.000329 0.000413 0.000001 0.000000 0.000085
50 0.6240989E+06   5.0006 2.817 4.332 0.755200 0.243900 0.000000 0.000004 0.000001 0.000331 0.000410 0.000001 0.000000 0.000085
51 0.6304366E+06   5.0006 2.817 4.332 0.755100 0.243900 0.000000 0.000004 0.000001 0.000334 0.000407 0.000001 0.000000 0.000085

    4.00

 1 0.7004000E+05   0.7004 0.860 3.679 0.756000 0.243000 0.000083 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 2 0.8406673E+05   0.8649 0.924 3.691 0.756000 0.243000 0.000068 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 3 0.1095408E+06   1.1692 0.972 3.706 0.756000 0.243000 0.000068 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 4 0.1352493E+06   1.4864 0.996 3.720 0.756000 0.243000 0.000070 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 5 0.1608977E+06   1.8137 1.003 3.730 0.756000 0.243000 0.000071 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
 6 0.1860422E+06   2.1465 1.020 3.739 0.756000 0.243000 0.000072 0.000174 0.000003 0.000051 0.000501 0.000000 0.000001 0.000085
