DATE,TIME,WSPD,WD,GST,ATMP,WTMP,BARO,DEPTH,AWVHT,MWVHT,WVHT,APD
02/08/2011,07:00,14.7,132,00.0,18.6,00.0,1013.0,.41,0.00,0.00,0.00,0.0
02/08/2011,07:05,14.7,132,00.0,18.9,00.0,1013.0,.39,0.00,0.00,0.00,0.0
02/08/2011,07:10,14.7,132,00.0,18.7,00.0,1013.0,.40,0.00,0.00,0.00,0.0
02/08/2011,07:15,14.7,132,00.0,18.9,00.0,1013.0,.40,0.00,0.00,0.00,0.0
02/08/2011,07:20,14.7,132,00.0,18.9,00.0,1013.0,.44,0.00,0.00,0.00,0.0
02/08/2011,07:25,14.7,132,00.0,18.8,00.0,1013.0,.48,0.00,0.00,0.00,0.0
02/08/2011,07:30,14.7,132,00.0,18.7,00.0,1013.0,.54,0.00,0.00,0.00,0.0
02/08/2011,07:35,14.7,132,00.0,18.8,00.0,1013.0,.61,0.00,0.00,0.00,0.0
02/08/2011,07:40,14.7,132,00.0,19.1,00.0,1014.0,.68,0.00,0.00,0.00,0.0
02/08/2011,07:45,14.7,132,00.0,19.4,00.0,1014.0,.77,0.00,0.00,0.00,0.0
02/08/2011,07:50,14.7,132,00.0,19.1,00.0,1014.0,.87,0.00,0.00,0.00,0.0
02/08/2011,07:55,14.7,132,00.0,19.6,00.0,1014.0,.97,0.00,0.00,0.00,0.0
02/08/2011,08:00,14.7,132,00.0,20.1,00.0,1014.0,1.08,0.00,0.00,0.00,0.0
02/08/2011,08:05,14.7,132,00.0,20.5,00.0,1014.0,1.17,0.00,0.00,0.00,0.0
02/08/2011,08:10,14.7,132,00.0,20.9,00.0,1014.0,1.27,0.00,0.00,0.00,0.0
02/08/2011,08:15,14.7,132,00.0,20.7,00.0,1014.0,1.37,0.00,0.00,0.00,0.0
02/08/2011,08:20,14.7,132,00.0,21.0,00.0,1014.0,1.47,0.00,0.00,0.00,0.0
02/08/2011,08:25,14.7,132,00.0,20.9,00.0,1014.0,1.54,0.00,0.00,0.00,0.0
02/08/2011,08:30,14.7,132,00.0,21.4,00.0,1014.0,1.63,0.00,0.00,0.00,0.0
02/08/2011,08:35,14.7,132,00.0,21.7,00.0,1014.0,1.69,0.00,0.00,0.00,0.0
02/08/2011,08:40,14.7,132,00.0,20.5,00.0,1014.0,1.78,0.00,0.00,0.00,0.0
02/08/2011,08:45,14.7,132,00.0,21.0,00.0,1014.0,1.84,0.00,0.00,0.00,0.0
02/08/2011,08:50,14.7,132,00.0,22.0,00.0,1014.0,1.91,0.00,0.00,0.00,0.0
02/08/2011,08:55,14.7,132,00.0,22.5,00.0,1014.0,1.96,0.00,0.00,0.00,0.0
02/08/2011,09:00,14.7,132,00.0,23.5,00.0,1014.0,2.00,0.00,0.00,0.00,0.0
02/08/2011,09:05,14.7,132,00.0,24.2,00.0,1014.0,2.04,0.00,0.00,0.00,0.0
02/08/2011,09:10,14.7,132,00.0,24.1,00.0,1014.0,2.07,0.00,0.00,0.00,0.0
02/08/2011,09:15,14.7,132,00.0,25.2,00.0,1014.0,2.09,0.00,0.00,0.00,0.0
02/08/2011,09:20,14.7,132,00.0,25.5,00.0,1014.0,2.16,0.00,0.00,0.00,0.0
02/08/2011,09:25,14.7,132,00.0,25.0,00.0,1014.0,2.18,0.00,0.00,0.00,0.0
02/08/2011,09:30,14.7,132,00.0,26.1,00.0,1014.0,2.20,0.00,0.00,0.00,0.0
02/08/2011,09:35,14.7,132,00.0,26.4,00.0,1014.0,2.24,0.00,0.00,0.00,0.0
02/08/2011,09:40,14.7,132,00.0,26.4,00.0,1014.0,2.26,0.00,0.00,0.00,0.0
02/08/2011,09:45,14.7,132,00.0,27.7,00.0,1014.0,2.27,0.00,0.00,0.00,0.0
02/08/2011,09:50,14.7,132,00.0,27.1,00.0,1014.0,2.30,0.00,0.00,0.00,0.0
02/08/2011,09:55,01.6,156,02.7,21.4,00.0,829.6,1.69,0.00,0.00,0.00,0.0
