DATE,TIME,WSPD,WD,GST,ATMP,WTMP,BARO,DEPTH,AWVHT,MWVHT,WVHT,APD
01/08/2011,12:30,12.4,137,12.8,22.9,00.0,1012.0,4.67,0.00,0.00,0.00,0.0
01/08/2011,12:35,12.2,142,12.3,22.5,00.0,1012.0,4.69,0.00,0.00,0.00,0.0
01/08/2011,12:40,13.2,148,14.0,22.6,00.0,1012.0,4.71,0.00,0.00,0.00,0.0
01/08/2011,12:45,13.8,148,14.5,22.9,00.0,1012.0,4.71,0.00,0.00,0.00,0.0
01/08/2011,12:50,14.8,149,15.4,22.8,00.0,1012.0,4.71,0.00,0.00,0.00,0.0
01/08/2011,12:55,15.1,151,15.2,22.8,00.0,1012.0,4.68,0.00,0.00,0.00,0.0
01/08/2011,13:00,,151,15.2,22.8,00.0,1012.0,4.68,0.00,,0.00,0.0
01/08/2011,13:05,,151,15.2,22.8,00.0,1012.0,4.68,0.00,,0.00,0.0
01/08/2011,13:10,,151,15.2,22.8,00.0,1012.0,4.68,0.00,,0.00,0.0
01/08/2011,13:15,,151,15.2,22.8,00.0,1012.0,4.68,0.00,,0.00,0.0
01/08/2011,13:20,,151,15.2,22.8,00.0,1012.0,4.68,0.00,,0.00,0.0
01/08/2011,13:25,,151,15.2,22.8,00.0,1012.0,4.68,0.00,,0.00,0.0
01/08/2011,13:30,,151,15.2,22.8,00.0,1012.0,4.68,0.00,,0.00,0.0
01/08/2011,13:35,,151,15.2,22.8,00.0,1012.0,4.68,0.00,,0.00,0.0
01/08/2011,13:40,15.3,130,16.5,22.1,00.0,1012.0,4.52,0.00,0.00,0.00,0.0
01/08/2011,13:45,15.3,132,00.0,22.4,00.0,1012.0,4.53,0.00,0.00,0.00,0.0
01/08/2011,13:50,14.7,132,00.0,22.1,00.0,1012.0,4.53,0.00,0.00,0.00,0.0
01/08/2011,13:55,14.7,132,00.0,22.6,00.0,1012.0,4.53,0.00,0.00,0.00,0.0
01/08/2011,14:00,14.7,132,00.0,23.0,00.0,1012.0,4.55,0.00,0.00,0.00,0.0
01/08/2011,14:05,14.7,132,00.0,23.5,00.0,1012.0,4.57,0.00,0.00,0.00,0.0
01/08/2011,14:10,14.7,132,00.0,23.2,00.0,1012.0,4.58,0.00,0.00,0.00,0.0
01/08/2011,14:15,14.7,132,00.0,23.2,00.0,1012.0,4.59,0.00,0.00,0.00,0.0
01/08/2011,14:20,14.7,132,00.0,22.9,00.0,1012.0,4.60,0.00,0.00,0.00,0.0
01/08/2011,14:25,14.7,132,00.0,22.9,00.0,1012.0,4.61,0.00,0.00,0.00,0.0
01/08/2011,14:30,14.7,132,00.0,23.0,00.0,1012.0,4.63,0.00,0.00,0.00,0.0
01/08/2011,14:35,14.7,132,00.0,23.2,00.0,1012.0,4.63,0.00,0.00,0.00,0.0
01/08/2011,14:40,14.7,132,00.0,23.2,00.0,1012.0,4.63,0.00,0.00,0.00,0.0
01/08/2011,14:45,14.7,132,00.0,23.2,00.0,1012.0,4.63,0.00,0.00,0.00,0.0
01/08/2011,14:50,14.7,132,00.0,23.4,00.0,1012.0,4.63,0.00,0.00,0.00,0.0
01/08/2011,14:55,14.7,132,00.0,24.0,00.0,1012.0,4.60,0.00,0.00,0.00,0.0
