DATE,TIME,WSPD,WD,GST,ATMP,WTMP,BARO,DEPTH,AWVHT,MWVHT,WVHT,APD
15/07/2011,02:20,03.2,278,03.8,13.9,00.0,1019.0,4.03,0.00,0.00,0.00,0.0
15/07/2011,02:25,03.3,272,05.0,13.8,00.0,1019.0,4.00,0.00,0.00,0.00,0.0
15/07/2011,02:30,03.4,294,04.3,14.1,00.0,1019.0,3.94,0.00,0.00,0.00,0.0
15/07/2011,02:35,03.1,296,05.2,14.0,00.0,1019.0,3.87,0.00,0.00,0.00,0.0
15/07/2011,02:40,03.3,274,04.0,13.9,00.0,1019.0,3.80,0.00,0.00,0.00,0.0
15/07/2011,02:45,03.0,272,04.0,14.0,00.0,1019.0,3.71,0.00,0.00,0.00,0.0
15/07/2011,02:50,03.0,261,04.6,13.8,00.0,1019.0,3.63,0.00,0.00,0.00,0.0
15/07/2011,02:55,03.5,247,04.4,13.7,00.0,1019.0,3.54,0.00,0.00,0.00,0.0
15/07/2011,03:00,04.0,256,05.2,13.8,00.0,1019.0,3.43,0.00,0.00,0.00,0.0
15/07/2011,03:05,03.8,284,05.6,13.5,00.0,1019.0,3.32,0.00,0.00,0.00,0.0
15/07/2011,03:10,04.1,301,04.9,13.5,00.0,1019.0,3.21,0.00,0.00,0.00,0.0
15/07/2011,03:15,03.6,308,04.0,13.5,00.0,1019.0,3.08,0.00,0.00,0.00,0.0
15/07/2011,03:20,03.0,305,03.4,13.6,00.0,1019.0,2.95,0.00,0.00,0.00,0.0
15/07/2011,03:25,03.7,309,04.9,13.5,00.0,1019.0,2.81,0.00,0.00,0.00,0.0
15/07/2011,03:30,04.7,304,05.3,13.4,00.0,1019.0,2.68,0.00,0.00,0.00,0.0
15/07/2011,03:35,04.5,305,04.6,13.5,00.0,1019.0,2.54,0.00,0.00,0.00,0.0
15/07/2011,03:40,03.7,310,03.6,13.4,00.0,1019.0,2.40,0.00,0.00,0.00,0.0
15/07/2011,03:45,03.6,310,04.2,13.3,00.0,1019.0,2.27,0.00,0.00,0.00,0.0
15/07/2011,03:50,03.6,315,04.5,13.2,00.0,1019.0,2.13,0.00,0.00,0.00,0.0
15/07/2011,03:55,04.5,317,05.2,13.2,00.0,1019.0,2.02,0.00,0.00,0.00,0.0
15/07/2011,04:00,04.7,312,05.7,13.2,00.0,1019.0,1.87,0.00,0.00,0.00,0.0
15/07/2011,04:05,04.7,310,04.9,13.2,00.0,1019.0,1.77,0.00,0.00,0.00,0.0
15/07/2011,04:10,04.0,309,04.3,13.1,00.0,1019.0,1.63,0.00,0.00,0.00,0.0
15/07/2011,04:15,03.9,318,05.1,13.2,00.0,1018.0,1.54,0.00,0.00,0.00,0.0
15/07/2011,04:20,05.2,317,05.6,13.1,00.0,1018.0,1.41,0.00,0.00,0.00,0.0
15/07/2011,04:25,05.2,306,05.7,13.1,00.0,1018.0,1.31,0.00,0.00,0.00,0.0
15/07/2011,04:30,05.1,305,06.0,13.1,00.0,1018.8,1.22,0.00,0.00,0.00,0.0
15/07/2011,04:35,04.4,296,05.1,13.2,00.0,1019.0,1.14,0.00,0.00,0.00,0.0
15/07/2011,04:40,04.3,305,05.2,13.2,00.0,1019.0,1.07,0.00,0.00,0.00,0.0
15/07/2011,04:45,05.0,313,05.0,13.0,00.0,1019.0,1.00,0.00,0.00,0.00,0.0
15/07/2011,04:50,04.6,314,04.8,12.9,00.0,1018.0,.95,0.00,0.00,0.00,0.0
15/07/2011,04:55,04.4,309,04.9,12.8,00.0,1018.0,.90,0.00,0.00,0.00,0.0
15/07/2011,05:00,04.6,311,04.9,12.8,00.0,1018.0,.86,0.00,0.00,0.00,0.0
15/07/2011,05:05,04.5,310,04.8,12.6,00.0,1018.0,.82,0.00,0.00,0.00,0.0
15/07/2011,05:10,04.8,312,04.5,12.6,00.0,1018.0,.82,0.00,0.00,0.00,0.0
15/07/2011,05:15,04.4,324,04.5,12.6,00.0,1018.0,.80,0.00,0.00,0.00,0.0
15/07/2011,05:20,03.6,328,04.3,12.8,00.0,1018.0,.80,0.00,0.00,0.00,0.0
15/07/2011,05:25,03.7,321,04.4,12.7,00.0,1018.0,.81,0.00,0.00,0.00,0.0
15/07/2011,05:30,03.6,326,04.2,12.9,00.0,1018.0,.81,0.00,0.00,0.00,0.0
