DATE,TIME,WSPD,WD,GST,ATMP,WTMP,BARO,DEPTH,AWVHT,MWVHT,WVHT,APD
02/07/2011,00:00,03.6,280,04.2,14.9,00.0,1023.0,4.34,0.00,0.00,0.00,0.0
02/07/2011,00:05,03.5,277,04.2,14.7,00.0,1023.0,4.32,0.00,0.00,0.00,0.0
02/07/2011,00:10,03.6,281,03.9,14.6,00.0,1023.0,4.31,0.00,0.00,0.00,0.0
02/07/2011,00:15,03.4,286,03.7,14.5,00.0,1023.0,4.29,0.00,0.00,0.00,0.0
02/07/2011,00:20,03.7,289,04.4,14.6,00.0,1023.0,4.28,0.00,0.00,0.00,0.0
02/07/2011,00:25,04.2,294,05.2,14.3,00.0,1023.0,4.27,0.00,0.00,0.00,0.0
02/07/2011,00:30,03.8,286,03.8,14.6,00.0,1023.0,4.25,0.00,0.00,0.00,0.0
02/07/2011,00:35,03.0,269,04.0,14.6,00.0,1023.0,4.22,0.00,0.00,0.00,0.0
02/07/2011,00:40,03.1,261,04.0,14.6,00.0,1023.0,4.21,0.00,0.00,0.00,0.0
02/07/2011,00:45,03.1,271,04.3,14.4,00.0,1023.0,4.20,0.00,0.00,0.00,0.0
02/07/2011,00:50,02.8,282,03.2,14.4,00.0,1023.0,4.18,0.00,0.00,0.00,0.0
02/07/2011,00:55,03.0,277,04.0,14.5,00.0,1023.0,4.18,0.00,0.00,0.00,0.0
02/07/2011,01:00,03.3,284,03.9,14.5,00.0,1023.0,4.18,0.00,0.00,0.00,0.0
02/07/2011,01:05,03.5,292,03.8,14.1,00.0,1023.0,4.18,0.00,0.00,0.00,0.0
02/07/2011,01:10,03.8,290,04.3,14.1,00.0,1023.0,4.18,0.00,0.00,0.00,0.0
02/07/2011,01:15,03.8,301,04.6,13.9,00.0,1023.0,4.19,0.00,0.00,0.00,0.0
02/07/2011,01:20,03.8,297,04.6,14.0,00.0,1022.0,4.19,0.00,0.00,0.00,0.0
02/07/2011,01:25,03.7,301,03.8,13.9,00.0,1022.0,4.19,0.00,0.00,0.00,0.0
02/07/2011,01:30,02.8,297,03.2,13.8,00.0,1022.0,4.21,0.00,0.00,0.00,0.0
02/07/2011,01:35,02.8,289,03.5,13.6,00.0,1022.0,4.21,0.00,0.00,0.00,0.0
02/07/2011,01:40,03.8,312,04.5,13.7,00.0,1022.0,4.21,0.00,0.00,0.00,0.0
02/07/2011,01:45,04.4,314,04.7,14.0,00.0,1022.0,4.22,0.00,0.00,0.00,0.0
02/07/2011,01:50,04.9,309,04.9,13.9,00.0,1022.0,4.22,0.00,0.00,0.00,0.0
02/07/2011,01:55,05.7,316,06.6,13.8,00.0,1022.0,4.21,0.00,0.00,0.00,0.0
02/07/2011,02:00,05.0,317,05.7,13.9,00.0,1022.0,4.21,0.00,0.00,0.00,0.0
02/07/2011,02:05,04.9,321,04.9,13.9,00.0,1022.0,4.19,0.00,0.00,0.00,0.0
02/07/2011,02:10,03.9,316,03.8,14.0,00.0,1022.0,4.18,0.00,0.00,0.00,0.0
02/07/2011,02:15,03.8,325,04.7,13.9,00.0,1022.0,4.16,0.00,0.00,0.00,0.0
02/07/2011,02:20,03.9,330,04.7,13.9,00.0,1022.0,4.14,0.00,0.00,0.00,0.0
02/07/2011,02:25,03.7,337,04.1,13.9,00.0,1022.0,4.12,0.00,0.00,0.00,0.0
02/07/2011,02:30,04.1,354,05.8,14.0,00.0,1022.0,4.10,0.00,0.00,0.00,0.0
02/07/2011,02:35,03.8,343,05.2,14.0,00.0,1022.0,4.06,0.00,0.00,0.00,0.0
02/07/2011,02:40,04.0,341,04.3,14.0,00.0,1022.0,4.04,0.00,0.00,0.00,0.0
02/07/2011,02:45,03.8,333,04.2,14.1,00.0,1022.0,4.02,0.00,0.00,0.00,0.0
02/07/2011,02:50,04.0,326,04.0,13.8,00.0,1022.0,3.98,0.00,0.00,0.00,0.0
02/07/2011,02:55,03.5,324,03.5,13.9,00.0,1022.0,3.94,0.00,0.00,0.00,0.0
02/07/2011,03:00,03.0,351,04.1,13.9,00.0,1022.0,3.89,0.00,0.00,0.00,0.0
02/07/2011,03:05,03.6,005,04.9,14.0,00.0,1022.0,3.84,0.00,0.00,0.00,0.0
02/07/2011,03:10,03.7,005,04.5,13.9,00.0,1022.0,3.78,0.00,0.00,0.00,0.0
02/07/2011,03:15,04.7,353,05.4,13.7,00.0,1022.0,3.71,0.00,0.00,0.00,0.0
02/07/2011,03:20,04.3,350,05.4,13.7,00.0,1022.0,3.65,0.00,0.00,0.00,0.0
02/07/2011,03:25,03.6,336,04.0,13.7,00.0,1022.0,3.57,0.00,0.00,0.00,0.0
02/07/2011,03:30,01.6,325,02.1,13.6,00.0,1022.0,3.48,0.00,0.00,0.00,0.0
02/07/2011,03:35,01.4,316,01.8,13.6,00.0,1022.0,3.39,0.00,0.00,0.00,0.0
02/07/2011,03:40,01.5,331,03.3,13.6,00.0,1022.0,3.27,0.00,0.00,0.00,0.0
02/07/2011,03:45,02.6,340,03.6,13.5,00.0,1022.0,3.18,0.00,0.00,0.00,0.0
02/07/2011,03:50,02.8,345,03.6,13.6,00.0,1021.0,3.06,0.00,0.00,0.00,0.0
02/07/2011,03:55,03.3,353,03.9,13.5,00.0,1021.0,2.93,0.00,0.00,0.00,0.0
